"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
"FDF14",7.55,"1",0.0273235,"4",151.934,"OUT017",2007,"3","2","2",1837.608,"Food",10
"FDU40",20.85,"1",0.03747983,"6",192.7478,"OUT045",2002,"3","2","2",2131.2258,"Food",15
"NCL18",18.85,"1",0.168531813,"10",192.5136,"OUT017",2007,"3","2","2",2916.204,"Non Consumable",10
"FDP25",15.2,"1",0.021293909,"4",218.4824,"OUT018",2009,"2","3","3",1528.6768,"Food",8
"NCV05",10.1,"1",0.030269774,"9",152.4656,"OUT045",2002,"3","2","2",2934.8464,"Non Consumable",15
"FDV49",10,"1",0.025822315,"4",262.7226,"OUT035",2004,"3","2","2",3171.8712,"Food",13
"FDJ56",8.985,"1",0.183688161,"7",100.27,"OUT049",1999,"2","1","2",998.7,"Food",18
"FDI40",11.5,"2",0.125579201,"6",99.7358,"OUT035",2004,"3","2","2",1105.8938,"Food",13
"NCK05",20.1,"1",0.077079177,"9",61.5536,"OUT027",1985,"2","3","4",918.804,"Non Consumable",32
"NCI43",19.85,"1",0.026074491,"10",48.6376,"OUT018",2009,"2","3","3",575.2512,"Non Consumable",8
"NCE42",21.1,"1",0.010593469,"10",234.2958,"OUT013",1987,"1","3","2",3739.1328,"Non Consumable",30
"FDP40",4.555,"2",0.034357169,"6",112.6544,"OUT046",1997,"3","1","2",2684.5056,"Food",20
"FDU40",20.85,"1",0.037396901,"6",193.8478,"OUT035",2004,"3","2","2",2712.4692,"Food",13
"DRK47",7.905,"1",0.064011067,"8",230.2694,"OUT013",1987,"1","3","2",4567.388,"Drinks",30
"FDR32",6.78,"2",0.085981978,"7",228.4694,"OUT045",2002,"3","2","2",5480.8656,"Food",15
"FDS43",11.65,"1",0.040318693,"7",186.224,"OUT027",1985,"2","3","4",5033.448,"Food",32
"FDH50",15,"2",0.161762835,"4",185.9266,"OUT045",2002,"3","2","2",2581.9724,"Food",15
"FDZ09",17.6,"1",0.104878967,"14",164.8868,"OUT046",1997,"3","1","2",2456.802,"Food",20
"FDS19",13.8,"2",0.107469819,"7",77.8012,"OUT010",1998,"1","3","1",227.7036,"Food",19
"NCU30",5.11,"1",0.034868095,"10",163.821,"OUT035",2004,"3","2","2",2120.573,"Non Consumable",13
"FDI27",8.71,"2",0.046079575,"5",43.5744,"OUT045",2002,"3","2","2",407.4696,"Food",15
"FDQ09",7.235,"1",0.058083831,"14",113.6834,"OUT013",1987,"1","3","2",230.3668,"Food",30
"FDB35",12.3,"2",0.064618976,"16",89.8804,"OUT046",1997,"3","1","2",1286.3256,"Food",20
"DRD12",6.96,"1",0.077178965,"15",93.1146,"OUT035",2004,"3","2","2",2189.1504,"Drinks",13
"FDW07",18,"2",0.142910689,"7",89.6514,"OUT049",1999,"2","1","2",1859.5794,"Food",18
"DRE13",6.28,"1",0.027682047,"15",85.5198,"OUT013",1987,"1","3","2",1744.396,"Drinks",30
"FDR11",10.5,"2",0.142511272,"2",158.7578,"OUT035",2004,"3","2","2",2246.4092,"Food",13
"DRG36",14.15,"1",0.09557165,"15",171.0106,"OUT045",2002,"3","2","2",4106.6544,"Drinks",15
"DRD37",9.8,"1",0.02316823,"15",47.506,"OUT010",1998,"1","3","1",186.424,"Drinks",19
"FDX03",15.85,"2",0.061045133,"11",44.7744,"OUT013",1987,"1","3","2",181.0976,"Food",30
"FDU46",10.3,"2",0.011148865,"14",84.854,"OUT045",2002,"3","2","2",778.986,"Food",15
"FDV03",17.6,"1",0.058091269,"11",156.2314,"OUT046",1997,"3","1","2",2947.4966,"Food",20
"FDZ37",8.1,"2",0.019672774,"4",86.4198,"OUT027",1985,"2","3","4",1918.8356,"Food",32
"FDI24",10.3,"1",0.078678276,"1",177.037,"OUT013",1987,"1","3","2",3705.177,"Food",30
"FDX33",9.195,"2",0.117667492,"14",159.5578,"OUT049",1999,"2","1","2",1283.6624,"Food",18
"FDG47",12.8,"1",0.069902438,"16",261.3252,"OUT018",2009,"2","3","3",3410.2276,"Food",8
"FDZ57",10,"2",0.037757166,"14",126.7994,"OUT035",2004,"3","2","2",1284.994,"Food",13
"FDT04",17.25,"1",0.107021498,"6",40.5822,"OUT035",2004,"3","2","2",785.644,"Food",13
"FDO49",10.6,"2",0.032892112,"3",49.3008,"OUT027",1985,"2","3","4",1518.024,"Food",32
"NCB43",20.2,"1",0.100477461,"10",187.7898,"OUT017",2007,"3","2","2",2245.0776,"Non Consumable",10
"NCL53",7.5,"1",0.036228067,"9",175.2028,"OUT035",2004,"3","2","2",4427.57,"Non Consumable",13
"FDM01",7.895,"2",0.094488485,"3",100.7332,"OUT013",1987,"1","3","2",1230.3984,"Food",30
"FDO12",15.75,"1",0.055154296,"1",195.5452,"OUT018",2009,"2","3","3",1174.4712,"Food",8
"FDO13",7.865,"1",0.106907604,"3",162.8526,"OUT019",1985,"3","1","1",493.3578,"Food",32
"FDI04",13.65,"2",0.073060301,"6",196.2426,"OUT045",2002,"3","2","2",2570.6538,"Food",15
"NCK05",20.1,"1",0.077439606,"9",60.6536,"OUT035",2004,"3","2","2",980.0576,"Non Consumable",13
"FDP28",13.65,"2",0.080968973,"6",259.7936,"OUT018",2009,"2","3","3",2609.936,"Food",8
"FDJ44",12.3,"2",0.106492562,"7",176.3396,"OUT049",1999,"2","1","2",1395.5168,"Food",18
"FDS25",6.885,"2",0.139330557,"4",109.5228,"OUT027",1985,"2","3","4",3426.2068,"Food",32
"FDC02",21.35,"1",0.068822477,"4",258.3278,"OUT046",1997,"3","1","2",7028.8506,"Food",20
"FDT23",7.72,"2",0.074669288,"2",76.3986,"OUT013",1987,"1","3","2",1402.1748,"Food",30
"NCD31",12.1,"1",0.025834128,"10",165.1526,"OUT010",1998,"1","3","1",164.4526,"Non Consumable",19
"FDV19",14.85,"2",0.035227697,"7",159.5578,"OUT013",1987,"1","3","2",2085.9514,"Food",30
"NCQ30",7.725,"1",0.050901814,"10",120.5414,"OUT019",1985,"3","1","1",365.5242,"Non Consumable",32
"NCD18",16,"1",0.072965144,"10",231.3668,"OUT018",2009,"2","3","3",4607.336,"Non Consumable",8
"FDL10",8.395,"1",0.039492207,"14",97.3042,"OUT046",1997,"3","1","2",1091.2462,"Food",20
"FDX20",7.365,"1",0.042552205,"7",225.172,"OUT035",2004,"3","2","2",3395.58,"Food",13
"FDM32",20.5,"1",0.020587886,"7",89.583,"OUT013",1987,"1","3","2",1797.66,"Food",30
"FDR09",18.25,"1",0.130095044,"14",257.2962,"OUT010",1998,"1","3","1",517.9924,"Food",19
"FDL34",16,"1",0.040747616,"14",140.2496,"OUT027",1985,"2","3","4",4093.3384,"Food",32
"NCK42",7.475,"1",0.013146636,"10",214.5192,"OUT045",2002,"3","2","2",2804.3496,"Non Consumable",15
"FDU23",12.15,"1",0.02176755,"2",164.6184,"OUT045",2002,"3","2","2",3797.7232,"Food",15
"DRI01",7.97,"1",0.0642573974698545,"15",172.0422,"OUT018",2009,"2","3","3",5690.5926,"Drinks",8
"FDG16",15.25,"1",0.08995645,"6",217.1192,"OUT049",1999,"2","1","2",3235.788,"Food",18
"FDY56",16.35,"2",0.062665642,"7",225.6062,"OUT018",2009,"2","3","3",1579.9434,"Food",8
"FDO24",11.1,"1",0.176182345,"1",158.1604,"OUT035",2004,"3","2","2",1901.5248,"Food",13
"NCV29",11.8,"1",0.022843501,"9",177.8686,"OUT046",1997,"3","1","2",4621.9836,"Non Consumable",20
"FDQ48",14.3,"2",0.034411238,"1",98.6726,"OUT046",1997,"3","1","2",782.9808,"Food",20
"FDU15",13.65,"2",0.0646622415558602,"11",36.6532,"OUT017",2007,"3","2","2",755.0172,"Food",10
"FDS47",16.75,"1",0.128861359,"2",86.2856,"OUT035",2004,"3","2","2",1406.1696,"Food",13
"FDO50",16.25,"1",0.078290271,"4",93.1804,"OUT049",1999,"2","1","2",1194.4452,"Food",18
"FDW48",18,"1",0.008539208,"1",81.2618,"OUT035",2004,"3","2","2",402.809,"Food",13
"FDV20",20.2,"2",0.100095288,"7",125.2678,"OUT010",1998,"1","3","1",127.1678,"Food",19
"FDW47",15,"1",0.046447328,"2",121.5414,"OUT049",1999,"2","1","2",2436.828,"Food",18
"FDA07",7.55,"2",0.030794774,"7",122.9072,"OUT027",1985,"2","3","4",4532.7664,"Food",32
"FDZ16",16.85,"2",0.159081735,"6",193.5478,"OUT027",1985,"2","3","4",4649.9472,"Food",32
"FDN09",14.15,"1",0.034705807,"14",241.6828,"OUT027",1985,"2","3","4",4873.656,"Food",32
"FDB50",13,"1",0.154487495,"4",77.2986,"OUT017",2007,"3","2","2",1246.3776,"Food",10
"NCL06",14.65,"1",0.072178679,"10",262.9594,"OUT049",1999,"2","1","2",5233.188,"Non Consumable",18
"DRG03",14.5,"1",0.061686402,"5",153.9998,"OUT027",1985,"2","3","4",5229.1932,"Drinks",32
"DRM59",5.88,"1",0.003599378,"8",152.2998,"OUT045",2002,"3","2","2",3075.996,"Drinks",15
"FDU25",12.35,"1",0.026832182,"4",57.3246,"OUT017",2007,"3","2","2",1332.2658,"Food",10
"NCU42",9,"1",0.019616991,"10",169.6474,"OUT017",2007,"3","2","2",2526.711,"Non Consumable",10
"FDH21",10.395,"1",0.05226427,"13",158.4604,"OUT010",1998,"1","3","1",158.4604,"Food",19
"DRO47",10.195,"1",0.112203445,"8",111.786,"OUT035",2004,"3","2","2",1697.79,"Drinks",13
"FDC44",15.6,"1",0.171761077,"7",115.7518,"OUT027",1985,"2","3","4",5351.0346,"Food",32
"NCL29",9.695,"1",0.114170506,"9",158.9604,"OUT045",2002,"3","2","2",1743.0644,"Non Consumable",15
"FDL48",19.35,"2",0.082266419,"1",48.8034,"OUT046",1997,"3","1","2",340.2238,"Food",20
"FDJ21",16.7,"2",0.038685176,"14",146.6102,"OUT018",2009,"2","3","3",2770.3938,"Food",8
"FDT40",5.985,"1",0.095795326,"6",128.4678,"OUT046",1997,"3","1","2",508.6712,"Food",20
"NCD43",8.85,"1",0.026814124,"10",103.7964,"OUT010",1998,"1","3","1",210.3928,"Non Consumable",19
"FDM28",15.7,"1",0.045203854,"6",180.266,"OUT046",1997,"3","1","2",1617.894,"Food",20
"FDR35",12.5,"1",0.020697723,"2",198.8742,"OUT046",1997,"3","1","2",5773.1518,"Food",20
"NCP17",19.35,"1",0.027827268,"9",65.6168,"OUT018",2009,"2","3","3",383.5008,"Non Consumable",8
"FDT23",7.72,"2",0.074883035,"2",79.8986,"OUT045",2002,"3","2","2",1090.5804,"Food",15
"FDX15",17.2,"1",0.156298858,"11",162.1578,"OUT046",1997,"3","1","2",1283.6624,"Food",20
"NCU42",9,"1",0.019412192,"10",166.5474,"OUT027",1985,"2","3","4",4379.6324,"Non Consumable",32
"FDV23",11,"1",0.105324246,"2",125.7046,"OUT027",1985,"2","3","4",3237.1196,"Food",32
"FDY34",10.5,"2",0.019227816,"14",163.9842,"OUT019",1985,"3","1","1",331.5684,"Food",32
"FDE16",8.895,"1",0.044093978,"6",208.3954,"OUT010",1998,"1","3","1",1041.977,"Food",19
"FDV60",20.2,"2",0.117599259,"1",195.311,"OUT045",2002,"3","2","2",3338.987,"Food",15
"FDQ44",20.5,"1",0.036140297,"7",120.0756,"OUT046",1997,"3","1","2",2302.3364,"Food",20
"FDZ09",17.6,"1",0.104791689,"14",165.2868,"OUT013",1987,"1","3","2",3111.9492,"Food",30
"FDW36",11.15,"1",0.057021156,"1",106.8622,"OUT049",1999,"2","1","2",2011.3818,"Food",18
"NCZ30",6.59,"1",0.026058181,"10",121.9098,"OUT027",1985,"2","3","4",3374.2744,"Non Consumable",32
"FDL09",19.6,"2",0.12829573,"14",167.2816,"OUT045",2002,"3","2","2",2013.3792,"Food",15
"FDE05",10.895,"2",0.03263762,"6",147.7102,"OUT017",2007,"3","2","2",1895.5326,"Food",10
"DRO35",13.85,"1",0.034765901,"8",114.2492,"OUT017",2007,"3","2","2",1853.5872,"Drinks",10
"FDN60",15.1,"1",0.095696334,"1",159.7604,"OUT017",2007,"3","2","2",2693.8268,"Food",10
"NCZ29",15,"1",0.071371458,"9",125.2362,"OUT046",1997,"3","1","2",1384.1982,"Non Consumable",20
"FDX08",12.85,"1",0.022696131,"7",179.9318,"OUT018",2009,"2","3","3",2706.477,"Food",8
"FDZ16",16.85,"2",0.267565911,"6",194.1478,"OUT010",1998,"1","3","1",1162.4868,"Food",19
"DRL37",15.5,"1",0.053327763,"15",44.477,"OUT013",1987,"1","3","2",865.54,"Drinks",30
"FDL21",15.85,"2",0.007145063,"14",41.048,"OUT035",2004,"3","2","2",479.376,"Food",13
"FDW10",21.2,"1",0.071076055,"14",174.837,"OUT017",2007,"3","2","2",5469.547,"Food",10
"FDB53",13.35,"1",0.139426044,"6",148.3392,"OUT035",2004,"3","2","2",3877.6192,"Food",13
"DRM49",6.11,"2",0.151925271,"15",46.6086,"OUT035",2004,"3","2","2",624.5204,"Drinks",13
"NCD06",13,"1",0.099479703,"10",44.906,"OUT049",1999,"2","1","2",652.484,"Non Consumable",18
"FDN10",11.5,"1",0.045900448,"14",118.9124,"OUT027",1985,"2","3","4",2844.2976,"Food",32
"FDS13",6.465,"1",0.21799414,"4",266.5884,"OUT019",1985,"3","1","1",1324.942,"Food",32
"FDH38",6.425,"1",0.010454459,"4",115.6808,"OUT049",1999,"2","1","2",1406.1696,"Food",18
"FDY21",15.1,"1",0.172641213,"14",195.111,"OUT027",1985,"2","3","4",5303.097,"Food",32
"FDT60",12,"1",0.075701524,"1",124.6388,"OUT045",2002,"3","2","2",2105.2596,"Food",15
"DRZ24",7.535,"1",0.081914677,"15",120.344,"OUT049",1999,"2","1","2",3835.008,"Drinks",18
"FDW56",7.68,"1",0.071010513,"7",190.9162,"OUT049",1999,"2","1","2",5195.2374,"Food",18
"FDG57",14.7,"1",0.072444983,"7",48.6034,"OUT045",2002,"3","2","2",194.4136,"Food",15
"FDY14",10.3,"1",0.069981909,"5",263.0226,"OUT013",1987,"1","3","2",6079.4198,"Food",30
"FDS19",13.8,"2",0.06457046,"7",76.2012,"OUT017",2007,"3","2","2",1669.8264,"Food",10
"FDX01",10.1,"1",0.024159767,"4",114.715,"OUT035",2004,"3","2","2",815.605,"Food",13
"FDV32",7.785,"1",0.089210159,"7",64.251,"OUT017",2007,"3","2","2",1328.271,"Food",10
"DRI39",13.8,"1",0.097611115,"5",54.893,"OUT017",2007,"3","2","2",679.116,"Drinks",10
"NCU05",11.8,"1",0.058975504,"9",81.7618,"OUT018",2009,"2","3","3",966.7416,"Non Consumable",8
"NCA29",10.5,"1",0.027430696,"10",171.1106,"OUT017",2007,"3","2","2",3593.3226,"Non Consumable",10
"FDO10",13.65,"2",0.113858603701205,"14",58.7588,"OUT019",1985,"3","1","1",400.8116,"Food",32
"DRL47",19.7,"1",0.038815341,"8",124.2362,"OUT045",2002,"3","2","2",1887.543,"Drinks",15
"FDA50",16.25,"1",0.152632413,"5",98.441,"OUT019",1985,"3","1","1",96.541,"Food",32
"FDU23",12.15,"1",0.021618297,"2",167.1184,"OUT027",1985,"2","3","4",2476.776,"Food",32
"FDR27",15.1,"2",0.096491904,"11",134.4942,"OUT018",2009,"2","3","3",1854.9188,"Food",8
"DRH36",16.2,"1",0.033568871,"15",74.9696,"OUT017",2007,"3","2","2",2162.5184,"Drinks",10
"FDZ51",11.3,"2",0.054507422,"11",96.3094,"OUT013",1987,"1","3","2",666.4658,"Food",30
"FDQ40",11.1,"2",0.063079544,"6",175.7712,"OUT019",1985,"3","1","1",351.5424,"Food",32
"FDB17",13.15,"1",0.064208126,"6",180.1976,"OUT019",1985,"3","1","1",181.0976,"Food",32
"FDQ16",19.7,"1",0.041974489,"6",108.6912,"OUT017",2007,"3","2","2",2183.824,"Food",10
"FDG09",20.6,"2",0.048207431,"7",188.0556,"OUT017",2007,"3","2","2",2065.3116,"Food",10
"DRI59",9.5,"1",0.041065647,"8",223.5088,"OUT017",2007,"3","2","2",4697.8848,"Drinks",10
"FDH47",13.5,"2",0.128709014,"16",96.1068,"OUT013",1987,"1","3","2",1846.9292,"Food",30
"FDA21",13.65,"1",0.03596071,"14",186.3924,"OUT046",1997,"3","1","2",1665.8316,"Food",20
"NCO05",7.27,"1",0.046520703,"9",97.7384,"OUT013",1987,"1","3","2",591.2304,"Non Consumable",30
"NCL31",7.39,"1",0.210596485,"12",144.747,"OUT019",1985,"3","1","1",143.147,"Non Consumable",32
"NCH42",6.86,"1",0.03674399,"10",231.201,"OUT017",2007,"3","2","2",6201.927,"Non Consumable",10
"FDG57",14.7,"1",0.072238195,"7",47.5034,"OUT013",1987,"1","3","2",972.068,"Food",30
"NCQ50",18.75,"1",0.034141213,"10",211.9218,"OUT027",1985,"2","3","4",3419.5488,"Non Consumable",32
"FDK24",9.195,"1",0.101500374,"1",45.2744,"OUT045",2002,"3","2","2",679.116,"Food",15
"DRG39",14.15,"1",0.042246575,"5",54.2982,"OUT049",1999,"2","1","2",1104.5622,"Drinks",18
"FDX46",12.3,"2",0.058105769,"14",60.4562,"OUT035",2004,"3","2","2",1777.686,"Food",13
"FDY01",11.8,"2",0.170141787,"4",116.7834,"OUT013",1987,"1","3","2",2303.668,"Food",30
"FDJ40",13.6,"2",0.049579883,"6",110.0912,"OUT035",2004,"3","2","2",1965.4416,"Food",13
"FDS01",11.6,"1",0.0635953402378303,"4",178.2686,"OUT049",1999,"2","1","2",1955.4546,"Food",18
"FDJ09",15,"1",0.058725134,"14",43.6744,"OUT017",2007,"3","2","2",407.4696,"Food",10
"FDT49",7,"1",0.0635953402378303,"4",105.628,"OUT049",1999,"2","1","2",1384.864,"Food",18
"FDW50",13.1,"1",0.075695552,"5",168.4158,"OUT049",1999,"2","1","2",1504.0422,"Food",18
"FDV39",11.3,"1",0.007321067,"11",197.7426,"OUT017",2007,"3","2","2",2570.6538,"Food",10
"FDY36",12.3,"1",0.009463757,"1",73.838,"OUT017",2007,"3","2","2",1245.046,"Food",10
"NCE18",10,"1",0.021407511,"10",248.175,"OUT013",1987,"1","3","2",3495.45,"Non Consumable",30
"FDB05",5.155,"1",0.145669556,"6",247.2776,"OUT019",1985,"3","1","1",743.0328,"Food",32
"FDK14",6.98,"1",0.041273236,"4",82.4934,"OUT018",2009,"2","3","3",982.7208,"Food",8
"FDP10",19,"1",0.128090139,"14",107.0622,"OUT046",1997,"3","1","2",1376.2086,"Food",20
"FDC45",17,"1",0.135707553,"7",172.5106,"OUT035",2004,"3","2","2",2053.3272,"Food",13
"FDS48",15.15,"1",0.027774002,"1",152.3708,"OUT035",2004,"3","2","2",3159.8868,"Food",13
"FDX04",19.6,"2",0.07278643,"6",49.4376,"OUT019",1985,"3","1","1",191.7504,"Food",32
"FDQ20",8.325,"1",0.029640604,"7",40.8138,"OUT027",1985,"2","3","4",1543.3244,"Food",32
"FDU13",8.355,"1",0.187939003,"4",146.9418,"OUT045",2002,"3","2","2",1029.9926,"Food",15
"NCR53",12.15,"1",0.14492016,"9",224.4404,"OUT013",1987,"1","3","2",1800.3232,"Non Consumable",30
"FDN49",17.25,"2",0.125419157,"3",40.048,"OUT049",1999,"2","1","2",399.48,"Food",18
"FDR31",6.46,"2",0.049121972,"7",144.6102,"OUT013",1987,"1","3","2",2916.204,"Food",30
"DRI03",6.03,"1",0.0643032613957621,"5",175.3028,"OUT027",1985,"2","3","4",3719.1588,"Drinks",32
"FDL58",5.78,"2",0.074149074,"14",262.2568,"OUT046",1997,"3","1","2",5273.136,"Food",20
"NCJ05",18.7,"1",0.04604992,"9",151.9682,"OUT013",1987,"1","3","2",3354.3004,"Non Consumable",30
"FDS10",19.2,"1",0.035384612,"14",180.3318,"OUT017",2007,"3","2","2",3428.2042,"Food",10
"FDK34",13.35,"1",0.038340116,"14",240.1564,"OUT027",1985,"2","3","4",7150.692,"Food",32
"FDW48",18,"1",0.113858603701205,"1",81.8618,"OUT019",1985,"3","1","1",161.1236,"Food",32
"FDE08",18.2,"1",0.049080853,"7",147.7734,"OUT027",1985,"2","3","4",4602.6754,"Food",32
"NCH06",12.3,"1",0.076183667,"10",245.646,"OUT027",1985,"2","3","4",3695.19,"Non Consumable",32
"FDV08",7.35,"1",0.028711412,"7",39.9454,"OUT018",2009,"2","3","3",377.5086,"Food",8
"FDQ15",20.35,"2",0.0642464577651515,"11",81.6276,"OUT046",1997,"3","1","2",1787.0072,"Food",20
"FDL56",14.1,"1",0.12517151,"7",88.9198,"OUT027",1985,"2","3","4",3139.9128,"Food",32
"DRC12",17.85,"1",0.037826873,"15",189.7188,"OUT046",1997,"3","1","2",2285.0256,"Drinks",20
"FDX49",4.615,"2",0.101747034,"4",231.33,"OUT013",1987,"1","3","2",4660.6,"Food",30
"FDJ09",15,"1",0.0646641146824417,"14",47.2744,"OUT035",2004,"3","2","2",679.116,"Food",13
"FDN23",6.575,"2",0.075142108,"2",145.8444,"OUT027",1985,"2","3","4",3773.7544,"Food",32
"DRD01",12.1,"2",0.061424738,"15",56.7614,"OUT018",2009,"2","3","3",1049.9666,"Drinks",8
"FDS43",11.65,"1",0.040597054,"7",187.324,"OUT045",2002,"3","2","2",1864.24,"Food",15
"FDY48",14,"1",0.041556697,"1",104.4332,"OUT019",1985,"3","1","1",307.5996,"Food",32
"FDU12",15.5,"2",0.126791761,"1",262.1568,"OUT010",1998,"1","3","1",527.3136,"Food",19
"FDX33",9.195,"2",0.117484834,"14",158.5578,"OUT046",1997,"3","1","2",2406.867,"Food",20
"FDH45",15.1,"2",0.106097275,"7",43.2796,"OUT018",2009,"2","3","3",123.8388,"Food",8
"FDJ10",5.095,"2",0.129395895,"14",140.3838,"OUT013",1987,"1","3","2",1826.2894,"Food",30
"FDX32",15.1,"2",0.100265027,"7",142.5786,"OUT018",2009,"2","3","3",3323.0078,"Food",8
"DRG51",12.1,"1",0.011557563,"5",165.3526,"OUT049",1999,"2","1","2",3453.5046,"Drinks",18
"NCB31",6.235,"1",0.119157788,"10",263.791,"OUT018",2009,"2","3","3",2103.928,"Non Consumable",8
"FDW47",15,"1",0.077622622,"2",121.8414,"OUT010",1998,"1","3","1",243.6828,"Food",19
"FDT20",10.5,"1",0.041194986,"7",39.1164,"OUT027",1985,"2","3","4",1235.7248,"Food",32
"FDI34",10.65,"2",0.085135953,"14",232.3668,"OUT046",1997,"3","1","2",3685.8688,"Food",20
"FDH56",9.8,"2",0.106816919,"7",114.2492,"OUT010",1998,"1","3","1",463.3968,"Food",19
"DRJ47",18.25,"1",0.04421348,"8",173.408,"OUT013",1987,"1","3","2",1038.648,"Drinks",30
"FDP04",15.35,"1",0.013745883,"6",62.0168,"OUT027",1985,"2","3","4",1534.0032,"Food",32
"NCZ06",19.6,"1",0.094308058,"10",251.8698,"OUT049",1999,"2","1","2",3551.3772,"Non Consumable",18
"FDY37",17,"2",0.026622757,"4",144.247,"OUT045",2002,"3","2","2",3149.234,"Food",15
"FDO46",9.6,"2",0.014234595,"14",190.2872,"OUT049",1999,"2","1","2",4727.18,"Food",18
"FDI10",8.51,"2",0.078526225,"14",173.5422,"OUT049",1999,"2","1","2",5000.8238,"Food",18
"NCT42",5.88,"1",0.0249887,"10",150.3392,"OUT018",2009,"2","3","3",447.4176,"Non Consumable",8
"FDE29",8.905,"1",0.143712172,"6",60.2878,"OUT018",2009,"2","3","3",1151.1682,"Food",8
"FDQ11",5.695,"2",0.067373081,"2",258.8988,"OUT027",1985,"2","3","4",3083.9856,"Food",32
"FDS20",8.85,"1",0.053822086,"7",183.8292,"OUT013",1987,"1","3","2",2554.0088,"Food",30
"FDR26",20.7,"1",0.043011277,"5",177.2028,"OUT018",2009,"2","3","3",3364.9532,"Food",8
"NCH43",8.42,"1",0.123557061,"10",216.6192,"OUT019",1985,"3","1","1",215.7192,"Non Consumable",32
"FDO25",6.3,"1",0.127968205,"4",209.627,"OUT018",2009,"2","3","3",3984.813,"Food",8
"FDB40",17.5,"2",0.007570599,"5",144.6102,"OUT018",2009,"2","3","3",2187.153,"Food",8
"FDB14",20.25,"2",0.113858603701205,"4",92.312,"OUT019",1985,"3","1","1",372.848,"Food",32
"FDW23",5.765,"1",0.081996785,"1",40.1164,"OUT035",2004,"3","2","2",540.6296,"Food",13
"FDZ23",17.75,"2",0.067777778,"1",186.924,"OUT018",2009,"2","3","3",3169.208,"Food",8
"FDX35",5.035,"2",0.080362549,"2",229.0036,"OUT017",2007,"3","2","2",4326.3684,"Food",10
"FDX24",8.355,"1",0.013929059,"1",94.1462,"OUT046",1997,"3","1","2",2221.1088,"Food",20
"DRG15",6.13,"1",0.077169953,"5",63.0536,"OUT017",2007,"3","2","2",1225.072,"Drinks",10
"FDY60",10.5,"2",0.0642464577651515,"1",143.3128,"OUT046",1997,"3","1","2",1438.128,"Food",20
"FDK02",12.5,"1",0.112681821,"4",119.144,"OUT018",2009,"2","3","3",3235.788,"Food",8
"FDK24",9.195,"1",0.10080442,"1",45.4744,"OUT027",1985,"2","3","4",1041.3112,"Food",32
"NCA05",20.75,"1",0.02512588,"9",150.4734,"OUT035",2004,"3","2","2",890.8404,"Non Consumable",13
"FDN33",6.305,"2",0.122519571,"14",93.0436,"OUT027",1985,"2","3","4",2363.59,"Food",32
"FDA09",13.35,"2",0.15021128,"14",179.066,"OUT017",2007,"3","2","2",2696.49,"Food",10
"FDK50",7.96,"1",0.028357839,"4",163.2894,"OUT035",2004,"3","2","2",4530.1032,"Food",13
"NCE55",8.92,"1",0.130663423,"10",175.237,"OUT017",2007,"3","2","2",2117.244,"Non Consumable",10
"FDG12",6.635,"2",0.006335942,"1",121.8098,"OUT049",1999,"2","1","2",2048.6666,"Food",18
"FDC37",15.5,"1",0.032845997,"1",106.7938,"OUT013",1987,"1","3","2",3215.814,"Food",30
"DRG15",6.13,"1",0.076735903,"5",62.4536,"OUT046",1997,"3","1","2",1225.072,"Drinks",20
"FDQ58",7.315,"1",0.01530184,"14",154.434,"OUT046",1997,"3","1","2",1378.206,"Food",20
"FDQ51",16,"2",0.029377239,"11",46.1718,"OUT010",1998,"1","3","1",94.5436,"Food",19
"FDR46",16.85,"1",0.233356571,"14",146.576,"OUT010",1998,"1","3","1",439.428,"Food",19
"FDC50",15.85,"1",0.137053947,"4",94.4094,"OUT018",2009,"2","3","3",1047.3034,"Food",8
"FDJ09",15,"1",0.0642464577651515,"14",43.4744,"OUT046",1997,"3","1","2",543.2928,"Food",20
"NCC18",19.1,"1",0.177236497,"10",172.3422,"OUT035",2004,"3","2","2",2586.633,"Non Consumable",13
"FDL04",19,"1",0.111830282,"6",105.4622,"OUT013",1987,"1","3","2",952.7598,"Food",30
"FDH48",13.5,"1",0.0635953402378303,"1",84.654,"OUT049",1999,"2","1","2",1211.756,"Food",18
"FDD38",16.75,"2",0.008204465,"4",99.8674,"OUT049",1999,"2","1","2",2342.9502,"Food",18
"FDT47",5.26,"2",0.02439015,"2",95.9068,"OUT027",1985,"2","3","4",3207.8244,"Food",32
"FDE41",9.195,"2",0.064143995,"6",85.9566,"OUT045",2002,"3","2","2",1691.132,"Food",15
"FDH19",19.35,"1",0.033275634,"11",173.8738,"OUT017",2007,"3","2","2",2432.8332,"Food",10
"FDW26",11.8,"2",0.107662745,"5",224.1772,"OUT017",2007,"3","2","2",2890.9036,"Food",10
"FDW35",10.6,"1",0.01115195,"2",40.6454,"OUT017",2007,"3","2","2",167.7816,"Food",10
"FDQ55",13.65,"2",0.013064516,"7",115.5834,"OUT045",2002,"3","2","2",1382.2008,"Food",15
"FDV22",14.85,"2",0.009954237,"14",158.263,"OUT049",1999,"2","1","2",2659.871,"Food",18
